# ========
# captured on: Mon Jul 15 18:46:18 2013
# hostname : venture
# os release : 3.5.0-23-generic
# perf version : 3.5.7.2
# arch : x86_64
# nrcpus online : 8
# nrcpus avail : 8
# cpudesc : Intel(R) Core(TM) i7 CPU 870 @ 2.93GHz
# cpuid : GenuineIntel,6,30,5
# total memory : 3982968 kB
# cmdline : /usr/bin/perf_3.5.0-23 record ./out/Release/bench --repeat 10 --match bitmap_8888_update --timers wcg 
# event : name = cycles, type = 0, config = 0x0, config1 = 0x0, config2 = 0x0, excl_usr = 0, excl_kern = 0, id = { 398, 399, 400, 401, 402, 403, 404, 405 }
# HEADER_CPU_TOPOLOGY info available, use -I to display
# HEADER_NUMA_TOPOLOGY info available, use -I to display
# ========
#
# Samples: 32K of event 'cycles'
# Event count (approx.): 27329991817
#
# Overhead  Command            Shared Object                                                                                                                                                                                                                                                     Symbol
# ........  .......  .......................  .........................................................................................................................................................................................................................................................
#
     0.01%    bench  libdricore.so            [.] _mesa_max_texture_levels                                                                                                                                                                                                                             
     0.01%    bench  bench                    [.] S32_opaque_D32_filter_DX_SSSE3(SkBitmapProcState const&, unsigned int const*, int, unsigned int*)                                                                                                                                                    
     0.01%    bench  bench                    [.] GrGLSimpleTextureEffect::setData(GrGLUniformManager const&, GrDrawEffect const&)                                                                                                                                                                     
     0.01%    bench  bench                    [.] GrDrawState::setDefaultVertexAttribs()                                                                                                                                                                                                               
     0.01%    bench  libdricore.so            [.] _mesa_initialize_texture_object                                                                                                                                                                                                                      
     0.01%    bench  libdricore.so            [.] _mesa_update_state                                                                                                                                                                                                                                   
     0.01%    bench  libdricore.so            [.] _mesa_is_depth_or_stencil_format                                                                                                                                                                                                                     
     0.01%    bench  bench                    [.] GrGLProgram::setEffectData(GrGpuGL*, GrEffectStage const&, GrGLProgram::EffectAndSamplers const&)                                                                                                                                                    
     0.01%    bench  bench                    [.] GrVertexBufferAllocPool::makeSpace(unsigned long, int, GrVertexBuffer const**, int*)                                                                                                                                                                 
     0.01%    bench  bench                    [.] (anonymous namespace)::adjust_pixel_ops_params(int, int, unsigned long, int*, int*, int*, int*, void const**, unsigned long*)                                                                                                                        
     0.01%    bench  bench                    [.] GrRenderTarget::flagAsNeedingResolve(SkIRect const*)                                                                                                                                                                                                 
     0.01%    bench  bench                    [.] SkShaderBlitter::SkShaderBlitter(SkBitmap const&, SkPaint const&)                                                                                                                                                                                    
     0.01%    bench  nouveau_dri.so           [.] nouveau_fence_work                                                                                                                                                                                                                                   
     0.01%    bench  libdricore.so            [.] _mesa_image_row_stride                                                                                                                                                                                                                               
     0.01%    bench  nouveau_dri.so           [.] u_resource_destroy_vtbl                                                                                                                                                                                                                              
     0.01%    bench  bench                    [.] GrTextureAccess::GrTextureAccess(GrTexture*, GrTextureParams const&)                                                                                                                                                                                 
     0.01%    bench  bench                    [.] SkTreatAsSprite(SkMatrix const&, int, int, unsigned int)                                                                                                                                                                                             
     0.01%    bench  bench                    [.] GrBufferAllocPool::destroyBlock()                                                                                                                                                                                                                    
     0.01%    bench  libdrm_nouveau.so.1.0.0  [.] nouveau_pushbuf_marker_emit                                                                                                                                                                                                                          
     0.01%    bench  libdricore.so            [.] _mesa_TexSubImage2D                                                                                                                                                                                                                                  
     0.01%    bench  bench                    [.] SkBitmap::lockPixels() const                                                                                                                                                                                                                         
     0.01%    bench  nouveau_dri.so           [.] nv50_bufctx_add_resident                                                                                                                                                                                                                             
     0.01%    bench  bench                    [.] GrDrawState::~GrDrawState()                                                                                                                                                                                                                          
     0.01%    bench  bench                    [.] SkRasterClip::forceGetBW()                                                                                                                                                                                                                           
     0.01%    bench  bench                    [.] GrResourceCache::find(GrResourceKey const&, unsigned int)                                                                                                                                                                                            
     0.01%    bench  libdricore.so            [.] _vbo_InvalidateState                                                                                                                                                                                                                                 
     0.01%    bench  nouveau_dri.so           [.] u_get_transfer_vtbl                                                                                                                                                                                                                                  
     0.01%    bench  bench                    [.] GrStencilSettings::isDisabled() const                                                                                                                                                                                                                
     0.01%    bench  bench                    [.] SkMatrix::ScaleTrans_pts(SkMatrix const&, SkPoint*, SkPoint const*, int)                                                                                                                                                                             
     0.01%    bench  bench                    [.] SkPaint::~SkPaint()                                                                                                                                                                                                                                  
     0.01%    bench  libdricore.so            [.] _mesa_store_texsubimage2d                                                                                                                                                                                                                            
     0.01%    bench  bench                    [.] SkMatrix::postConcat(SkMatrix const&)                                                                                                                                                                                                                
     0.01%    bench  bench                    [.] SkPath::moveTo(float, float)                                                                                                                                                                                                                         
     0.01%    bench  libgallium.so            [.] __memcpy_chk@plt                                                                                                                                                                                                                                     
     0.01%    bench  bench                    [.] GrMemoryPool::release(void*)                                                                                                                                                                                                                         
     0.01%    bench  libgallium.so            [.] st_texture_image_map                                                                                                                                                                                                                                 
     0.01%    bench  libdrm_nouveau.so.1.0.0  [.] nouveau_bo_map                                                                                                                                                                                                                                       
     0.01%    bench  bench                    [.] SkBitmapProcShader::getFlags()                                                                                                                                                                                                                       
     0.01%    bench  bench                    [.] GrSimpleTextureEffect::getConstantColorComponents(unsigned int*, unsigned int*) const                                                                                                                                                                
     0.01%    bench  bench                    [.] SkMatrix::mapRect(SkRect*, SkRect const&) const                                                                                                                                                                                                      
     0.01%    bench  bench                    [.] sk_memset32_SSE2(unsigned int*, unsigned int, int)                                                                                                                                                                                                   
     0.01%    bench  bench                    [.] GrInOrderDrawBuffer::releaseReservedVertexSpace()                                                                                                                                                                                                    
     0.01%    bench  bench                    [.] GrGpuGL::onGpuDraw(GrDrawTarget::DrawInfo const&)                                                                                                                                                                                                    
     0.01%    bench  bench                    [.] GrGLEffectMatrix::GenKey(SkMatrix const&, GrDrawEffect const&, GrEffect::CoordsType, GrTexture const*)                                                                                                                                               
     0.01%    bench  libdricore.so            [.] _mesa_valid_to_render                                                                                                                                                                                                                                
     0.01%    bench  libdricore.so            [.] _mesa_unmap_teximage_pbo                                                                                                                                                                                                                             
     0.01%    bench  libGL.so.1.2             [.] glBindTextureEXT                                                                                                                                                                                                                                     
     0.01%    bench  bench                    [.] GrDrawState::setVertexAttribs(GrVertexAttrib const*, int)                                                                                                                                                                                            
     0.01%    bench  bench                    [.] SkDraw::drawRect(SkRect const&, SkPaint const&) const                                                                                                                                                                                                
     0.01%    bench  bench                    [.] GrBufferAllocPool::putBack(unsigned long)                                                                                                                                                                                                            
     0.01%    bench  bench                    [.] SkPoint::setRectFan(float, float, float, float, unsigned long)                                                                                                                                                                                       
     0.01%    bench  bench                    [.] GrGpuGL::configToGLFormats(GrPixelConfig, bool, unsigned int*, unsigned int*, unsigned int*)                                                                                                                                                         
     0.01%    bench  bench                    [.] GrDrawTarget::setClip(GrClipData const*)                                                                                                                                                                                                             
     0.01%    bench  libdrm_nouveau.so.1.0.0  [.] nouveau_bo_new                                                                                                                                                                                                                                       
     0.01%    bench  bench                    [.] SkDraw::drawPath(SkPath const&, SkPaint const&, SkMatrix const*, bool) const                                                                                                                                                                         
     0.01%    bench  bench                    [.] GrGLTexture::onRelease()                                                                                                                                                                                                                             
     0.01%    bench  bench                    [.] SkBitmapProcShader::setContext(SkBitmap const&, SkPaint const&, SkMatrix const&)                                                                                                                                                                     
     0.01%    bench  libgallium.so            [.] cso_set_vertex_sampler_views                                                                                                                                                                                                                         
     0.01%    bench  bench                    [.] GrDrawTarget::AutoReleaseGeometry::AutoReleaseGeometry(GrDrawTarget*, int, int)                                                                                                                                                                      
     0.01%    bench  bench                    [.] SkGpuDevice::drawBitmap(SkDraw const&, SkBitmap const&, SkIRect const*, SkMatrix const&, SkPaint const&)                                                                                                                                             
     0.01%    bench  bench                    [.] _ZN12GrDrawTarget23setupDstReadIfNecessaryEPNS_8DrawInfoE.constprop.69                                                                                                                                                                               
     0.01%    bench  bench                    [.] GrGpuGL::onCreateTexture(GrTextureDesc const&, void const*, unsigned long)                                                                                                                                                                           
     0.01%    bench  libGL.so.1.2             [.] glGetError                                                                                                                                                                                                                                           
     0.01%    bench  bench                    [.] GrBufferAllocPool::makeSpace(unsigned long, unsigned long, GrGeometryBuffer const**, unsigned long*)                                                                                                                                                 
     0.01%    bench  libdricore.so            [.] _mesa_image_address                                                                                                                                                                                                                                  
     0.01%    bench  bench                    [.] GrResource::getContext()                                                                                                                                                                                                                             
     0.01%    bench  bench                    [.] GrDrawTarget::pushGeometrySource()                                                                                                                                                                                                                   
     0.01%    bench  bench                    [.] GrGpuGL::flushStencil(GrGpu::DrawType)                                                                                                                                                                                                               
     0.01%    bench  bench                    [.] void SkTIntroSort<SkRTree::Branch, SkRTree::RectLessThan>(int, SkRTree::Branch*, SkRTree::Branch*, SkRTree::RectLessThan)                                                                                                                            
     0.01%    bench  bench                    [.] GrGpuGL::flushBlend(bool, GrBlendCoeff, GrBlendCoeff)                                                                                                                                                                                                
     0.01%    bench  bench                    [.] GrDrawTarget::popGeometrySource()                                                                                                                                                                                                                    
     0.01%    bench  nouveau_dri.so           [.] nv50_validate_textures                                                                                                                                                                                                                               
     0.01%    bench  bench                    [.] GrGLBufferImpl::isLocked() const                                                                                                                                                                                                                     
     0.01%    bench  bench                    [.] GrResource::GrResource(GrGpu*, bool)                                                                                                                                                                                                                 
     0.01%    bench  bench                    [.] GrGpu::getQuadIndexBuffer() const                                                                                                                                                                                                                    
     0.01%    bench  bench                    [.] GrDrawState::hasSolidCoverage() const                                                                                                                                                                                                                
     0.01%    bench  bench                    [.] sk_memset16_SSE2(unsigned short*, unsigned short, int)                                                                                                                                                                                               
     0.01%    bench  libdricore.so            [.] _mesa_reference_shader_program                                                                                                                                                                                                                       
     0.01%    bench  libdricore.so            [.] _mesa_get_format_bytes                                                                                                                                                                                                                               
     0.01%    bench  bench                    [.] GrBufferAllocPool::reset()                                                                                                                                                                                                                           
     0.01%    bench  bench                    [.] GrContext::createTexture(GrTextureParams const*, GrTextureDesc const&, GrCacheID const&, void*, unsigned long)                                                                                                                                       
     0.01%    bench  bench                    [.] SkARGB32_Shader_Blitter::blitRect(int, int, int, int)                                                                                                                                                                                                
     0.01%    bench  libdrm.so.2.4.0          [.] drmCommandWriteRead                                                                                                                                                                                                                                  
     0.01%    bench  bench                    [.] SkShader::SkShader()                                                                                                                                                                                                                                 
     0.01%    bench  bench                    [.] SkBitmapProcShader::endContext()                                                                                                                                                                                                                     
     0.01%    bench  bench                    [.] SkBitmap::notifyPixelsChanged() const                                                                                                                                                                                                                
     0.01%    bench  bench                    [.] GrGeometryBuffer::sizeInBytes() const                                                                                                                                                                                                                
     0.01%    bench  bench                    [.] memcmp@plt                                                                                                                                                                                                                                           
     0.01%    bench  libGL.so.1.2             [.] glDeleteTextures                                                                                                                                                                                                                                     
     0.01%    bench  libgallium.so            [.] cso_single_vertex_sampler                                                                                                                                                                                                                            
     0.01%    bench  bench                    [.] GrTBackendEffectFactory<GrSimpleTextureEffect>::glEffectKey(GrDrawEffect const&, GrGLCaps const&) const                                                                                                                                              
     0.01%    bench  libdricore.so            [.] vbo_exec_invalidate_state                                                                                                                                                                                                                            
     0.01%    bench  libgallium.so            [.] cso_find_state_template                                                                                                                                                                                                                              
     0.01%    bench  libstdc++.so.6.0.16      [.] operator delete(void*)                                                                                                                                                                                                                               
     0.01%    bench  libdricore.so            [.] _mesa_reference_texobj_                                                                                                                                                                                                                              
     0.01%    bench  bench                    [.] GrDrawState::AutoViewMatrixRestore::setIdentity(GrDrawState*)                                                                                                                                                                                        
     0.01%    bench  bench                    [.] GrDrawTarget::releasePreviousVertexSource()                                                                                                                                                                                                          
     0.01%    bench  bench                    [.] SkPath::quadTo(float, float, float, float)                                                                                                                                                                                                           
     0.01%    bench  libdricore.so            [.] _mesa_lock_context_textures                                                                                                                                                                                                                          
     0.01%    bench  libGL.so.1.2             [.] glActiveTextureARB                                                                                                                                                                                                                                   
     0.01%    bench  bench                    [.] GrEffect::operator delete(void*)                                                                                                                                                                                                                     
     0.01%    bench  bench                    [.] glGetError@plt                                                                                                                                                                                                                                       
     0.01%    bench  nouveau_dri.so           [.] nouveau_pushbuf_emit_reloc@plt                                                                                                                                                                                                                       
     0.01%    bench  libGL.so.1.2             [.] glDrawElements                                                                                                                                                                                                                                       
     0.01%    bench  bench                    [.] BitmapBench::onDraw(SkCanvas*)                                                                                                                                                                                                                       
     0.01%    bench  bench                    [.] SkMatrix::Trans_pts(SkMatrix const&, SkPoint*, SkPoint const*, int)                                                                                                                                                                                  
     0.01%    bench  libdricore.so            [.] _mesa_reference_buffer_object_                                                                                                                                                                                                                       
     0.01%    bench  libdricore.so            [.] _mesa_validate_pbo_teximage                                                                                                                                                                                                                          
     0.01%    bench  bench                    [.] GrGpuGL::flushAAState(GrGpu::DrawType)                                                                                                                                                                                                               
     0.01%    bench  bench                    [.] _ZNK8SkCanvas13getClipBoundsEP6SkRect.constprop.77                                                                                                                                                                                                   
     0.01%    bench  bench                    [.] void SkTIntroSort<SkRTree::Branch, SkRTree::RectLessX>(int, SkRTree::Branch*, SkRTree::Branch*, SkRTree::RectLessX)                                                                                                                                  
     0.01%    bench  nouveau_dri.so           [.] nv50_miptree_destroy                                                                                                                                                                                                                                 
     0.01%    bench  libgallium.so            [.] cso_set_vertex_buffers                                                                                                                                                                                                                               
     0.01%    bench  libgallium.so            [.] _mesa_delete_texture_image@plt                                                                                                                                                                                                                       
     0.01%    bench  bench                    [.] SkDraw::drawBitmap(SkBitmap const&, SkMatrix const&, SkPaint const&) const                                                                                                                                                                           
     0.01%    bench  bench                    [.] GrGLTexture::~GrGLTexture()                                                                                                                                                                                                                          
     0.01%    bench  libdricore.so            [.] _mesa_BufferSubDataARB                                                                                                                                                                                                                               
     0.01%    bench  bench                    [.] GrDrawTarget::AutoStateRestore::set(GrDrawTarget*, GrDrawTarget::ASRInit, SkMatrix const*)                                                                                                                                                           
     0.01%    bench  bench                    [.] GrEffect::operator new(unsigned long)                                                                                                                                                                                                                
     0.01%    bench  bench                    [.] SkShader::getSpan16Alpha() const                                                                                                                                                                                                                     
     0.01%    bench  libgallium.so            [.] cso_set_vertex_elements                                                                                                                                                                                                                              
     0.01%    bench  bench                    [.] antifillrect(SkRect const&, SkBlitter*)                                                                                                                                                                                                              
     0.01%    bench  bench                    [.] ceilf@plt                                                                                                                                                                                                                                            
     0.01%    bench  libc-2.15.so             [.] munmap                                                                                                                                                                                                                                               
     0.01%    bench  libgallium.so            [.] st_gl_texture_dims_to_pipe_dims                                                                                                                                                                                                                      
     0.01%    bench  bench                    [.] SkBitmap::getTexture() const                                                                                                                                                                                                                         
     0.01%    bench  bench                    [.] _ZN12_GLOBAL__N_117hasAlignedSamplesERK6SkRectS2_.constprop.83                                                                                                                                                                                       
     0.01%    bench  libdricore.so            [.] _mesa_VertexAttribPointerARB                                                                                                                                                                                                                         
     0.01%    bench  bench                    [.] GrGpu::insertResource(GrResource*)                                                                                                                                                                                                                   
     0.01%    bench  libgallium.so            [.] vbo_sizeof_ib_type@plt                                                                                                                                                                                                                               
     0.01%    bench  bench                    [.] _ZL12antifilldot8iiiiP9SkBlitterb.part.0                                                                                                                                                                                                             
     0.01%    bench  libgallium.so            [.] cso_hash_iter_data                                                                                                                                                                                                                                   
     0.01%    bench  bench                    [.] GrInOrderDrawBuffer::needsNewClip() const                                                                                                                                                                                                            
     0.01%    bench  bench                    [.] pthread_once@plt                                                                                                                                                                                                                                     
     0.01%    bench  bench                    [.] GrGpu::createTexture(GrTextureDesc const&, void const*, unsigned long)                                                                                                                                                                               
     0.01%    bench  bench                    [.] GrSingleTextureEffect::~GrSingleTextureEffect()                                                                                                                                                                                                      
     0.01%    bench  bench                    [.] GrDrawTarget::reserveVertexAndIndexSpace(int, int, void**, void**)                                                                                                                                                                                   
     0.01%    bench  bench                    [.] SkPath::Iter::Iter(SkPath const&, bool)                                                                                                                                                                                                              
     0.01%    bench  bench                    [.] GrEffectRef::operator new(unsigned long)                                                                                                                                                                                                             
     0.01%    bench  bench                    [.] SkRGB16_Shader16_Blitter::blitRect(int, int, int, int)                                                                                                                                                                                               
     0.01%    bench  nouveau_dri.so           [.] nouveau_mm_free                                                                                                                                                                                                                                      
     0.01%    bench  bench                    [.] SkBitmapProcState::platformProcs()                                                                                                                                                                                                                   
     0.01%    bench  bench                    [.] FilterBitmapBench::onDraw(SkCanvas*)                                                                                                                                                                                                                 
     0.01%    bench  nouveau_dri.so           [.] u_transfer_unmap_vtbl                                                                                                                                                                                                                                
     0.01%    bench  bench                    [.] GrTexture::asRenderTarget()                                                                                                                                                                                                                          
     0.01%    bench  bench                    [.] SkPaint::SkPaint(SkPaint const&)                                                                                                                                                                                                                     
     0.01%    bench  bench                    [.] SkBitmapProcState::chooseShaderProc32()                                                                                                                                                                                                              
     0.01%    bench  bench                    [.] SkScan::AntiFillRect(SkRect const&, SkRasterClip const&, SkBlitter*)                                                                                                                                                                                 
     0.01%    bench  bench                    [.] SkRect::setBoundsCheck(SkPoint const*, int)                                                                                                                                                                                                          
     0.01%    bench  bench                    [.] SkBitmapProcState::chooseMatrixProc(bool)                                                                                                                                                                                                            
     0.01%    bench  libdricore.so            [.] _mesa_get_tex_image                                                                                                                                                                                                                                  
     0.01%    bench  libc-2.15.so             [.] realloc                                                                                                                                                                                                                                              
     0.01%    bench  bench                    [.] sk_fill_path(SkPath const&, SkIRect const*, SkBlitter*, int, int, int, SkRegion const&)                                                                                                                                                              
     0.01%    bench  bench                    [.] SkSpriteBlitter::ChooseD16(SkBitmap const&, SkPaint const&, void*, unsigned long)                                                                                                                                                                    
     0.01%    bench  libdrm_nouveau.so.1.0.0  [.] mmap@plt                                                                                                                                                                                                                                             
     0.00%    bench  nouveau_dri.so           [.] nv50_create_sampler_view                                                                                                                                                                                                                             
     0.00%    bench  libGL.so.1.2             [.] glTexSubImage2DEXT                                                                                                                                                                                                                                   
     0.00%    bench  libdrm_nouveau.so.1.0.0  [.] drmCommandWrite@plt                                                                                                                                                                                                                                  
     0.00%    bench  bench                    [.] SkClipStack::isWideOpen() const                                                                                                                                                                                                                      
     0.00%    bench  bench                    [.] GrDrawTarget::setDrawState(GrDrawState*)                                                                                                                                                                                                             
     0.00%    bench  bench                    [.] GrResource::~GrResource()                                                                                                                                                                                                                            
     0.00%    bench  bench                    [.] SkString::SkString(SkString const&)                                                                                                                                                                                                                  
     0.00%    bench  bench                    [.] SkScalarSinCos(float, float*)                                                                                                                                                                                                                        
     0.00%    bench  bench                    [.] GrInOrderDrawBuffer::concatInstancedDraw(GrDrawTarget::DrawInfo const&)                                                                                                                                                                              
     0.00%    bench  bench                    [.] _ZN6SkPath4Iter6doNextEP7SkPoint.constprop.70                                                                                                                                                                                                        
     0.00%    bench  bench                    [.] GrGpuGL::flushRenderTarget(SkIRect const*)                                                                                                                                                                                                           
     0.00%    bench  bench                    [.] tool_main(int, char**)                                                                                                                                                                                                                               
     0.00%    bench  bench                    [.] SkPath::SkPath()                                                                                                                                                                                                                                     
     0.00%    bench  bench                    [.] Sprite_D16_S32_BlitRowProc::~Sprite_D16_S32_BlitRowProc()                                                                                                                                                                                            
     0.00%    bench  bench                    [.] memmove@plt                                                                                                                                                                                                                                          
     0.00%    bench  bench                    [.] GrDrawTarget::releasePreviousIndexSource()                                                                                                                                                                                                           
     0.00%    bench  bench                    [.] GrDrawTarget::AutoStateRestore::AutoStateRestore(GrDrawTarget*, GrDrawTarget::ASRInit, SkMatrix const*)                                                                                                                                              
     0.00%    bench  bench                    [.] GrSimpleTextureEffect::onIsEqual(GrEffect const&) const                                                                                                                                                                                              
     0.00%    bench  libGL.so.1.2             [.] glTexParameteri                                                                                                                                                                                                                                      
     0.00%    bench  libdricore.so            [.] _mesa_is_proxy_texture                                                                                                                                                                                                                               
     0.00%    bench  bench                    [.] GrGpu::resolveRenderTarget(GrRenderTarget*)                                                                                                                                                                                                          
     0.00%    bench  bench                    [.] GrGLVertexBuffer::isLocked() const                                                                                                                                                                                                                   
     0.00%    bench  bench                    [.] GrGLProgram::overrideBlend(GrBlendCoeff*, GrBlendCoeff*) const                                                                                                                                                                                       
     0.00%    bench  bench                    [.] GrGLProgram::setColor(GrDrawState const&, unsigned int, GrGLProgram::SharedGLState*)                                                                                                                                                                 
     0.00%    bench  bench                    [.] SkBitmap::isOpaque() const                                                                                                                                                                                                                           
     0.00%    bench  bench                    [.] GrContext::lockAndRefScratchTexture(GrTextureDesc const&, GrContext::ScratchTexMatch)                                                                                                                                                                
     0.00%    bench  bench                    [.] GrDrawTarget::setVertexSourceToBuffer(GrVertexBuffer const*)                                                                                                                                                                                         
     0.00%    bench  libGL.so.1.2             [.] glPixelStorei                                                                                                                                                                                                                                        
     0.00%    bench  bench                    [.] SkBitmap::operator=(SkBitmap const&)                                                                                                                                                                                                                 
     0.00%    bench  bench                    [.] GrDrawTarget::getClip() const                                                                                                                                                                                                                        
     0.00%    bench  bench                    [.] GrGpuGL::notifyTextureDelete(GrGLTexture*)                                                                                                                                                                                                           
     0.00%    bench  bench                    [.] void SkTIntroSort<SkEdge*, SkTPointerCompareLT<SkEdge> >(int, SkEdge**, SkEdge**, SkTPointerCompareLT<SkEdge>)                                                                                                                                       
     0.00%    bench  libdrm_nouveau.so.1.0.0  [.] calloc@plt                                                                                                                                                                                                                                           
     0.00%    bench  bench                    [.] GrResourceCache::purgeAsNeeded()                                                                                                                                                                                                                     
     0.00%    bench  libdricore.so            [.] _mesa_lookup_texture                                                                                                                                                                                                                                 
     0.00%    bench  bench                    [.] SkRGB16_Shader16_Blitter::~SkRGB16_Shader16_Blitter()                                                                                                                                                                                                
     0.00%    bench  [vdso]                   [.] 0x00007fff5154e6f6                                                                                                                                                                                                                                   
     0.00%    bench  nouveau_dri.so           [.] util_format_is_supported                                                                                                                                                                                                                             
     0.00%    bench  bench                    [.] (anonymous namespace)::nullGLBindBuffer(unsigned int, unsigned int)                                                                                                                                                                                  
     0.00%    bench  bench                    [.] GrResourceCache::addResource(GrResourceKey const&, GrResource*, unsigned int)                                                                                                                                                                        
     0.00%    bench  libc-2.15.so             [.] ffs                                                                                                                                                                                                                                                  
     0.00%    bench  bench                    [.] GrTHashTable<GrResourceEntry, GrResourceKey, 8ul>::insert(GrResourceKey const&, GrResourceEntry*)                                                                                                                                                    
     0.00%    bench  libdricore.so            [.] pthread_mutex_unlock@plt                                                                                                                                                                                                                             
     0.00%    bench  bench                    [.] Sprite_D16_S32_BlitRowProc::blitRect(int, int, int, int)                                                                                                                                                                                             
     0.00%    bench  libglsl.so               [.] s_match(s_expression*, unsigned int, s_pattern*, bool)                                                                                                                                                                                               
     0.00%    bench  libgallium.so            [.] st_texture_create                                                                                                                                                                                                                                    
     0.00%    bench  bench                    [.] Sprite_D32_S32::~Sprite_D32_S32()                                                                                                                                                                                                                    
     0.00%    bench  libgallium.so            [.] memcmp@plt                                                                                                                                                                                                                                           
     0.00%    bench  bench                    [.] sk_malloc_throw(unsigned long)                                                                                                                                                                                                                       
     0.00%    bench  bench                    [.] glGenTextures@plt                                                                                                                                                                                                                                    
     0.00%    bench  libgallium.so            [.] cso_construct_key                                                                                                                                                                                                                                    
     0.00%    bench  nouveau_dri.so           [.] nouveau_bo_map_range@plt                                                                                                                                                                                                                             
     0.00%    bench  libglsl.so               [.] ir_swizzle::as_swizzle()                                                                                                                                                                                                                             
     0.00%    bench  bench                    [.] void SkTIntroSort<SkRTree::Branch, SkRTree::RectLessY>(int, SkRTree::Branch*, SkRTree::Branch*, SkRTree::RectLessY)                                                                                                                                  
     0.00%    bench  bench                    [.] GrGLTexID::~GrGLTexID()                                                                                                                                                                                                                              
     0.00%    bench  bench                    [.] GrGLVertexBuffer::updateData(void const*, unsigned long)                                                                                                                                                                                             
     0.00%    bench  bench                    [.] SkMatrix::reset()                                                                                                                                                                                                                                    
     0.00%    bench  bench                    [.] GrGLTexture::init(GrGpuGL*, GrGLTexture::Desc const&, GrGLRenderTarget::Desc const*)                                                                                                                                                                 
     0.00%    bench  bench                    [.] sk_realloc_throw(void*, unsigned long)                                                                                                                                                                                                               
     0.00%    bench  libLLVM-3.0.so.1         [.] llvm::sys::CompareAndSwap(unsigned int volatile*, unsigned int, unsigned int)                                                                                                                                                                        
     0.00%    bench  bench                    [.] noOpGLGenIds(int, unsigned int*)                                                                                                                                                                                                                     
     0.00%    bench  bench                    [.] GrGpuGL::clearStencil()                                                                                                                                                                                                                              
     0.00%    bench  bench                    [.] SkXfermode::AsNewEffectOrCoeff(SkXfermode*, GrContext*, GrEffectRef**, SkXfermode::Coeff*, SkXfermode::Coeff*, GrTexture*)                                                                                                                           
     0.00%    bench  libdricore.so            [.] _mesa_select_tex_image                                                                                                                                                                                                                               
     0.00%    bench  libGL.so.1.2             [.] glXGetProcAddressARB                                                                                                                                                                                                                                 
     0.00%    bench  bench                    [.] malloc@plt                                                                                                                                                                                                                                           
     0.00%    bench  bench                    [.] SkRasterClip::getBounds() const                                                                                                                                                                                                                      
     0.00%    bench  libglsl.so               [.] cross_validate_globals(gl_shader_program*, gl_shader**, unsigned int, bool)                                                                                                                                                                          
     0.00%    bench  bench                    [.] SkRegion::setRuns(int*, int)                                                                                                                                                                                                                         
     0.00%    bench  bench                    [.] SkPixelRef::getGenerationID() const                                                                                                                                                                                                                  
     0.00%    bench  libgallium.so            [.] _mesa_initialize_texture_object@plt                                                                                                                                                                                                                  
     0.00%    bench  bench                    [.] GrGLAttribArrayState::disableUnusedAttribArrays(GrGpuGL const*, unsigned long)                                                                                                                                                                       
     0.00%    bench  libgallium.so            [.] cso_hash_find                                                                                                                                                                                                                                        
     0.00%    bench  nouveau_dri.so           [.] nouveau_pushbuf_submit@plt                                                                                                                                                                                                                           
     0.00%    bench  libstdc++.so.6.0.16      [.] std::_Rb_tree_insert_and_rebalance(bool, std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::_Rb_tree_node_base&)                                                                                                                               
     0.00%    bench  bench                    [.] sk_free(void*)                                                                                                                                                                                                                                       
     0.00%    bench  bench                    [.] GrGLBufferImpl::updateData(GrGpuGL*, void const*, unsigned long)                                                                                                                                                                                     
     0.00%    bench  libX11.so.6.3.0          [.] XGetVisualInfo                                                                                                                                                                                                                                       
     0.00%    bench  bench                    [.] SkEdgeBuilder::build(SkPath const&, SkIRect const*, int)                                                                                                                                                                                             
     0.00%    bench  bench                    [.] SkScan::AntiFillRect(SkRect const&, SkRegion const*, SkBlitter*)                                                                                                                                                                                     
     0.00%    bench  libLLVM-3.0.so.1         [.] llvm::PMDataManager::recordAvailableAnalysis(llvm::Pass*)                                                                                                                                                                                            
     0.00%    bench  bench                    [.] SkARGB32_Shader_Blitter::SkARGB32_Shader_Blitter(SkBitmap const&, SkPaint const&)                                                                                                                                                                    
     0.00%    bench  bench                    [.] GrGpuGL::canWriteTexturePixels(GrTexture const*, GrPixelConfig) const                                                                                                                                                                                
     0.00%    bench  libX11.so.6.3.0          [.] _XVIDtoVisual                                                                                                                                                                                                                                        
     0.00%    bench  bench                    [.] SkRect::sort()                                                                                                                                                                                                                                       
     0.00%    bench  bench                    [.] SkPath::cubicTo(float, float, float, float, float, float)                                                                                                                                                                                            
     0.00%    bench  bench                    [.] GrGpu::removeResource(GrResource*)                                                                                                                                                                                                                   
     0.00%    bench  bench                    [.] SkRect::toQuad(SkPoint*) const                                                                                                                                                                                                                       
     0.00%    bench  bench                    [.] SkShaderBlitter::~SkShaderBlitter()                                                                                                                                                                                                                  
     0.00%    bench  bench                    [.] S32_Opaque_BlitRow32(unsigned int*, unsigned int const*, int, unsigned int)                                                                                                                                                                          
     0.00%    bench  libgallium.so            [.] glsl_to_tgsi_visitor::visit(ir_expression*)                                                                                                                                                                                                          
     0.00%    bench  bench                    [.] SkBlitRow::Factory(unsigned int, SkBitmap::Config)                                                                                                                                                                                                   
