# ========
# captured on: Mon Jul 15 17:55:19 2013
# hostname : venture
# os release : 3.5.0-23-generic
# perf version : 3.5.7.2
# arch : x86_64
# nrcpus online : 8
# nrcpus avail : 8
# cpudesc : Intel(R) Core(TM) i7 CPU 870 @ 2.93GHz
# cpuid : GenuineIntel,6,30,5
# total memory : 3982968 kB
# cmdline : /usr/bin/perf_3.5.0-23 record ./out/Release/bench --repeat 10 --match ovals_1_stroke_4 --config GPU --timers wcg 
# event : name = cycles, type = 0, config = 0x0, config1 = 0x0, config2 = 0x0, excl_usr = 0, excl_kern = 0, id = { 166, 167, 168, 169, 170, 171, 172, 173 }
# HEADER_CPU_TOPOLOGY info available, use -I to display
# HEADER_NUMA_TOPOLOGY info available, use -I to display
# ========
#
# Samples: 2K of event 'cycles'
# Event count (approx.): 1843722371
#
# Overhead  Command            Shared Object                                                                                                                                                                                                                                                     Symbol
# ........  .......  .......................  .........................................................................................................................................................................................................................................................
#
     0.09%    bench  libdricore.so            [.] _mesa_reference_shader_program                                                                                                                                                                                                                       
     0.09%    bench  libdricore.so            [.] _mesa_image_offset                                                                                                                                                                                                                                   
     0.09%    bench  bench                    [.] GrGLProgramDesc::Build(GrDrawState const&, bool, GrDrawState::BlendOptFlags, GrBlendCoeff, GrBlendCoeff, GrGpuGL const*, GrDeviceCoordTexture const*, SkTArray<GrEffectStage const*, true>*, SkTArray<GrEffectStage const*, true>*, GrGLProgramDesc*)
     0.09%    bench  libdricore.so            [.] vbo_exec_vtx_flush                                                                                                                                                                                                                                   
     0.09%    bench  libdricore.so            [.] hash_table_find                                                                                                                                                                                                                                      
     0.09%    bench  libglsl.so               [.] s_pattern::match(s_expression*)                                                                                                                                                                                                                      
     0.09%    bench  bench                    [.] _ZN13SkEdgeBuilder10addClipperEP13SkEdgeClipper.constprop.6                                                                                                                                                                                          
     0.09%    bench  bench                    [.] GrOvalRenderer::drawEllipse(GrDrawTarget*, bool, SkRect const&, SkStrokeRec const&)                                                                                                                                                                  
     0.09%    bench  bench                    [.] GrGpuGL::flushBlend(bool, GrBlendCoeff, GrBlendCoeff)                                                                                                                                                                                                
     0.09%    bench  bench                    [.] GrMemoryPool::allocate(unsigned long)                                                                                                                                                                                                                
     0.09%    bench  bench                    [.] SkStroke::setCap(SkPaint::Cap)                                                                                                                                                                                                                       
     0.09%    bench  libdricore.so            [.] _mesa_TexSubImage2D                                                                                                                                                                                                                                  
     0.09%    bench  bench                    [.] SkChopQuadAtYExtrema(SkPoint const*, SkPoint*)                                                                                                                                                                                                       
     0.09%    bench  bench                    [.] void SkTIntroSort<SkRTree::Branch, SkRTree::RectLessThan>(int, SkRTree::Branch*, SkRTree::Branch*, SkRTree::RectLessThan)                                                                                                                            
     0.09%    bench  libexpat.so.1.5.2        [.] 0x000000000000f4be                                                                                                                                                                                                                                   
     0.09%    bench  bench                    [.] SkAlphaRuns::reset(int)                                                                                                                                                                                                                              
     0.09%    bench  bench                    [.] GrGpu::clear(SkIRect const*, unsigned int, GrRenderTarget*)                                                                                                                                                                                          
     0.09%    bench  nouveau_dri.so           [.] util_format_read_4f                                                                                                                                                                                                                                  
     0.09%    bench  bench                    [.] GrDrawState::getBlendOpts(bool, GrBlendCoeff*, GrBlendCoeff*) const                                                                                                                                                                                  
     0.09%    bench  libdricore.so            [.] vbo_exec_vtx_map                                                                                                                                                                                                                                     
     0.09%    bench  nouveau_dri.so           [.] driIndexConfigAttrib                                                                                                                                                                                                                                 
     0.05%    bench  bench                    [.] GrTexture::ComputeScratchKey(GrTextureDesc const&)                                                                                                                                                                                                   
     0.05%    bench  libdricore.so            [.] _mesa_store_texsubimage2d                                                                                                                                                                                                                            
     0.05%    bench  libdricore.so            [.] vbo_exec_invalidate_state                                                                                                                                                                                                                            
     0.05%    bench  bench                    [.] MaskSuperBlitter::blitH(int, int, int)                                                                                                                                                                                                               
     0.05%    bench  bench                    [.] GrAAConvexPathRenderer::canDrawPath(SkPath const&, SkStrokeRec const&, GrDrawTarget const*, bool) const                                                                                                                                              
     0.05%    bench  bench                    [.] GrDrawTarget::setIndexSourceToBuffer(GrIndexBuffer const*)                                                                                                                                                                                           
     0.05%    bench  bench                    [.] GrInOrderDrawBuffer::onDraw(GrDrawTarget::DrawInfo const&)                                                                                                                                                                                           
     0.05%    bench  bench                    [.] SkPaint::setXfermode(SkXfermode*)                                                                                                                                                                                                                    
     0.05%    bench  nouveau_dri.so           [.] nv50_fragprog_validate                                                                                                                                                                                                                               
     0.05%    bench  bench                    [.] SkDraw::SkDraw()                                                                                                                                                                                                                                     
     0.05%    bench  bench                    [.] GrResourceCache::find(GrResourceKey const&, unsigned int)                                                                                                                                                                                            
     0.05%    bench  bench                    [.] ceilf@plt                                                                                                                                                                                                                                            
     0.05%    bench  bench                    [.] GrContext::writeTexturePixels(GrTexture*, int, int, int, int, GrPixelConfig, void const*, unsigned long, unsigned int)                                                                                                                               
     0.05%    bench  bench                    [.] GrDrawState::srcAlphaWillBeOne() const                                                                                                                                                                                                               
     0.05%    bench  bench                    [.] GrGpuGL::bindTexture(int, GrTextureParams const&, GrGLTexture*)                                                                                                                                                                                      
     0.05%    bench  libdricore.so            [.] _mesa_validate_pbo_teximage                                                                                                                                                                                                                          
     0.05%    bench  bench                    [.] GrInOrderDrawBuffer::geometrySourceWillPop(GrDrawTarget::GeometrySrcState const&)                                                                                                                                                                    
     0.05%    bench  bench                    [.] GrGLEffectMatrix::GenKey(SkMatrix const&, GrDrawEffect const&, GrEffect::CoordsType, GrTexture const*)                                                                                                                                               
     0.05%    bench  nouveau_dri.so           [.] nv50_miptree_transfer_del                                                                                                                                                                                                                            
     0.05%    bench  bench                    [.] GrGpuGL::onGpuDraw(GrDrawTarget::DrawInfo const&)                                                                                                                                                                                                    
     0.05%    bench  libgallium.so            [.] cso_find_state_template                                                                                                                                                                                                                              
     0.05%    bench  bench                    [.] GrTexture::sizeInBytes() const                                                                                                                                                                                                                       
     0.05%    bench  bench                    [.] SkBitmap::ComputeRowBytes(SkBitmap::Config, int)                                                                                                                                                                                                     
     0.05%    bench  bench                    [.] SkEdgeBuilder::build(SkPath const&, SkIRect const*, int)                                                                                                                                                                                             
     0.05%    bench  libglsl.so               [.] ir_variable::accept(ir_hierarchical_visitor*)                                                                                                                                                                                                        
     0.05%    bench  libfreetype.so.6.8.0     [.] 0x000000000001e749                                                                                                                                                                                                                                   
     0.05%    bench  bench                    [.] SkTMaskGamma_build_correcting_lut(unsigned char*, unsigned int, float, SkColorSpaceLuminance const&, float, SkColorSpaceLuminance const&, float)                                                                                                     
     0.05%    bench  bench                    [.] GrInOrderDrawBuffer::geometrySourceWillPush()                                                                                                                                                                                                        
     0.05%    bench  libgallium.so            [.] tgsi_get_opcode_info                                                                                                                                                                                                                                 
     0.05%    bench  nouveau_dri.so           [.] nv50_miptree_transfer_new                                                                                                                                                                                                                            
     0.05%    bench  bench                    [.] SkChopQuadAtXExtrema(SkPoint const*, SkPoint*)                                                                                                                                                                                                       
     0.05%    bench  bench                    [.] GrTBackendEffectFactory<GrSimpleTextureEffect>::glEffectKey(GrDrawEffect const&, GrGLCaps const&) const                                                                                                                                              
     0.05%    bench  libglsl.so               [.] free@plt                                                                                                                                                                                                                                             
     0.05%    bench  bench                    [.] SkPath::reversePathTo(SkPath const&)                                                                                                                                                                                                                 
     0.05%    bench  nouveau_dri.so           [.] nouveau_mm_free                                                                                                                                                                                                                                      
     0.05%    bench  libfontconfig.so.1.4.4   [.] FcPatternReference                                                                                                                                                                                                                                   
     0.05%    bench  libdrm.so.2.4.0          [.] drmIoctl                                                                                                                                                                                                                                             
     0.05%    bench  nouveau_dri.so           [.] nv50_constbufs_validate                                                                                                                                                                                                                              
     0.05%    bench  bench                    [.] GrGpu::onDraw(GrDrawTarget::DrawInfo const&)                                                                                                                                                                                                         
     0.05%    bench  libglsl.so               [.] ir_expression::get_num_operands(ir_expression_operation)                                                                                                                                                                                             
     0.05%    bench  libdricore.so            [.] _mesa_HashLookup                                                                                                                                                                                                                                     
     0.05%    bench  bench                    [.] SkChunkAlloc::alloc(unsigned long, SkChunkAlloc::AllocFailType)                                                                                                                                                                                      
     0.05%    bench  libGL.so.1.2             [.] glActiveTextureARB                                                                                                                                                                                                                                   
     0.05%    bench  libglsl.so               [.] ir_rvalue::ir_rvalue()                                                                                                                                                                                                                               
     0.05%    bench  libfontconfig.so.1.4.4   [.] 0x0000000000015df8                                                                                                                                                                                                                                   
     0.05%    bench  libglsl.so               [.] ir_reader::read_function_sig(ir_function*, s_expression*, bool)                                                                                                                                                                                      
     0.05%    bench  bench                    [.] SkScanClipper::SkScanClipper(SkBlitter*, SkRegion const*, SkIRect const&, bool)                                                                                                                                                                      
     0.05%    bench  nouveau_dri.so           [.] nv50_state_validate                                                                                                                                                                                                                                  
     0.05%    bench  nouveau_dri.so           [.] u_transfer_destroy_vtbl                                                                                                                                                                                                                              
     0.05%    bench  bench                    [.] GrGpuGL::flushRenderTarget(SkIRect const*)                                                                                                                                                                                                           
     0.05%    bench  libdricore.so            [.] _mesa_lookup_texture                                                                                                                                                                                                                                 
     0.05%    bench  libglsl.so               [.] ir_reader::read_type(s_expression*)                                                                                                                                                                                                                  
     0.05%    bench  bench                    [.] SkMatrix::preConcat(SkMatrix const&)                                                                                                                                                                                                                 
     0.05%    bench  libm-2.15.so             [.] 0x000000000002e846                                                                                                                                                                                                                                   
     0.05%    bench  bench                    [.] GrEffect::operator delete(void*)                                                                                                                                                                                                                     
     0.05%    bench  bench                    [.] SkRegion::~SkRegion()                                                                                                                                                                                                                                
     0.05%    bench  bench                    [.] GrDrawState::getVertexSize() const                                                                                                                                                                                                                   
     0.05%    bench  libfontconfig.so.1.4.4   [.] FcStrSetMember                                                                                                                                                                                                                                       
     0.05%    bench  libdricore.so            [.] _mesa_BindTexture                                                                                                                                                                                                                                    
     0.05%    bench  bench                    [.] GrSingleTextureEffect::GrSingleTextureEffect(GrTexture*, SkMatrix const&, bool, GrEffect::CoordsType)                                                                                                                                                
     0.05%    bench  bench                    [.] GrGpuGL::HWGeometryState::bindArrayAndBuffersToDraw(GrGpuGL*, GrGLVertexBuffer const*, GrGLIndexBuffer const*)                                                                                                                                       
     0.05%    bench  bench                    [.] SkPoint::rotateCCW(SkPoint*) const                                                                                                                                                                                                                   
     0.05%    bench  bench                    [.] SkPoint::setRectFan(float, float, float, float, unsigned long)                                                                                                                                                                                       
     0.05%    bench  libc-2.15.so             [.] random_r                                                                                                                                                                                                                                             
     0.05%    bench  bench                    [.] SkMatrix::postTranslate(float, float)                                                                                                                                                                                                                
     0.05%    bench  libgallium.so            [.] st_upload_constants                                                                                                                                                                                                                                  
     0.05%    bench  bench                    [.] GrBufferAllocPool::makeSpace(unsigned long, unsigned long, GrGeometryBuffer const**, unsigned long*)                                                                                                                                                 
     0.05%    bench  libglsl.so               [.] 0x000000000003a594                                                                                                                                                                                                                                   
     0.05%    bench  libpthread-2.15.so       [.] pthread_once                                                                                                                                                                                                                                         
     0.05%    bench  libdricore.so            [.] _mesa_update_tnl_spaces                                                                                                                                                                                                                              
     0.05%    bench  bench                    [.] SkRTree::insert(SkRTree::Node*, SkRTree::Branch*, unsigned short)                                                                                                                                                                                    
     0.05%    bench  libdricore.so            [.] _mesa_image_row_stride                                                                                                                                                                                                                               
     0.05%    bench  bench                    [.] SkRTree::insert(void*, SkIRect const&, bool)                                                                                                                                                                                                         
     0.05%    bench  libgallium.so            [.] st_get_fp_variant                                                                                                                                                                                                                                    
     0.05%    bench  bench                    [.] SkMatrix::I()                                                                                                                                                                                                                                        
     0.05%    bench  bench                    [.] SkAAClip::setEmpty()                                                                                                                                                                                                                                 
     0.05%    bench  bench                    [.] GrEffectRef::~GrEffectRef()                                                                                                                                                                                                                          
     0.05%    bench  bench                    [.] _ZNK8SkMatrix15computeTypeMaskEv.part.13                                                                                                                                                                                                             
     0.05%    bench  nouveau_dri.so           [.] nv50_validate_derived_rs                                                                                                                                                                                                                             
     0.05%    bench  nouveau_dri.so           [.] u_get_transfer_vtbl                                                                                                                                                                                                                                  
     0.05%    bench  nouveau_dri.so           [.] nv50_bufctx_add_resident                                                                                                                                                                                                                             
     0.05%    bench  libdricore.so            [.] vbo_bind_arrays                                                                                                                                                                                                                                      
     0.05%    bench  bench                    [.] glTexSubImage2D@plt                                                                                                                                                                                                                                  
     0.05%    bench  bench                    [.] SkPath::transform(SkMatrix const&, SkPath*) const                                                                                                                                                                                                    
     0.05%    bench  bench                    [.] OvalBench::drawThisRect(SkCanvas*, SkRect const&, SkPaint const&)                                                                                                                                                                                    
     0.05%    bench  bench                    [.] GrClipMaskManager::setGpuStencil()                                                                                                                                                                                                                   
     0.05%    bench  bench                    [.] GrResource::getContext() const                                                                                                                                                                                                                       
     0.05%    bench  bench                    [.] SkPath::Iter::consumeDegenerateSegments()                                                                                                                                                                                                            
     0.05%    bench  libdricore.so            [.] _mesa_unmap_teximage_pbo                                                                                                                                                                                                                             
     0.05%    bench  bench                    [.] SkPath::addOval(SkRect const&, SkPath::Direction)                                                                                                                                                                                                    
     0.05%    bench  bench                    [.] SkRasterClip::SkRasterClip()                                                                                                                                                                                                                         
     0.05%    bench  nouveau_dri.so           [.] nv50_bufctx_emit_relocs                                                                                                                                                                                                                              
     0.05%    bench  bench                    [.] SkStrokerPriv::CapFactory(SkPaint::Cap)                                                                                                                                                                                                              
     0.05%    bench  bench                    [.] SkMatrix::mapPoints(SkPoint*, SkPoint const*, int) const                                                                                                                                                                                             
     0.05%    bench  bench                    [.] SkAAClip::SkAAClip()                                                                                                                                                                                                                                 
     0.05%    bench  bench                    [.] SkMatrix::Trans_pts(SkMatrix const&, SkPoint*, SkPoint const*, int)                                                                                                                                                                                  
     0.05%    bench  libdricore.so            [.] _mesa_error_check_format_and_type                                                                                                                                                                                                                    
     0.05%    bench  bench                    [.] SkPaint::setColor(unsigned int)                                                                                                                                                                                                                      
     0.05%    bench  bench                    [.] GrGpuGL::flushMiscFixedFunctionState()                                                                                                                                                                                                               
     0.05%    bench  bench                    [.] GrGLProgram::overrideBlend(GrBlendCoeff*, GrBlendCoeff*) const                                                                                                                                                                                       
     0.05%    bench  libdricore.so            [.] _mesa_PixelStorei                                                                                                                                                                                                                                    
     0.05%    bench  bench                    [.] GrGpuGL::flushStencil(GrGpu::DrawType)                                                                                                                                                                                                               
     0.05%    bench  bench                    [.] GrDrawTarget::DrawInfo::operator=(GrDrawTarget::DrawInfo const&)                                                                                                                                                                                     
     0.05%    bench  bench                    [.] GrGpu::geometrySourceWillPush()                                                                                                                                                                                                                      
     0.05%    bench  bench                    [.] GrEffect::operator new(unsigned long)                                                                                                                                                                                                                
     0.05%    bench  bench                    [.] SkPath::moveTo(float, float)                                                                                                                                                                                                                         
     0.05%    bench  libdricore.so            [.] _mesa_image_image_stride                                                                                                                                                                                                                             
     0.05%    bench  bench                    [.] SkPoint::setLength(float)                                                                                                                                                                                                                            
     0.05%    bench  libdricore.so            [.] _mesa_UseProgramObjectARB                                                                                                                                                                                                                            
     0.05%    bench  libstdc++.so.6.0.16      [.] operator new(unsigned long)                                                                                                                                                                                                                          
     0.05%    bench  libdrm_nouveau.so.1.0.0  [.] nouveau_bo_unmap                                                                                                                                                                                                                                     
     0.05%    bench  bench                    [.] glActiveTexture@plt                                                                                                                                                                                                                                  
     0.05%    bench  libdrm_nouveau.so.1.0.0  [.] nouveau_bo_ref                                                                                                                                                                                                                                       
     0.05%    bench  libgallium.so            [.] st_validate_state                                                                                                                                                                                                                                    
     0.05%    bench  bench                    [.] SkXfermode::AsMode(SkXfermode const*, SkXfermode::Mode*)                                                                                                                                                                                             
     0.05%    bench  libglsl.so               [.] ralloc_size                                                                                                                                                                                                                                          
     0.05%    bench  bench                    [.] _ZN13SkPathStroker9preJoinToERK7SkPointPS0_S3_b.constprop.20                                                                                                                                                                                         
     0.05%    bench  bench                    [.] GrSWMaskHelper::DrawToTargetWithPathMask(GrTexture*, GrDrawTarget*, SkIRect const&)                                                                                                                                                                  
     0.05%    bench  bench                    [.] SkXfermode::Create(SkXfermode::Mode)                                                                                                                                                                                                                 
     0.05%    bench  bench                    [.] GrGpuGL::onWriteTexturePixels(GrTexture*, int, int, int, int, GrPixelConfig, void const*, unsigned long)                                                                                                                                             
     0.05%    bench  bench                    [.] GrBufferAllocPool::createBlock(unsigned long)                                                                                                                                                                                                        
     0.05%    bench  bench                    [.] SkPaint::nothingToDraw() const                                                                                                                                                                                                                       
     0.05%    bench  bench                    [.] SkBitmap::HeapAllocator::allocPixelRef(SkBitmap*, SkColorTable*)                                                                                                                                                                                     
     0.05%    bench  libc-2.15.so             [.] realloc                                                                                                                                                                                                                                              
     0.05%    bench  bench                    [.] SkMallocPixelRef::SkMallocPixelRef(void*, unsigned long, SkColorTable*, bool)                                                                                                                                                                        
     0.05%    bench  bench                    [.] SkMallocPixelRef::~SkMallocPixelRef()                                                                                                                                                                                                                
     0.05%    bench  libdricore.so            [.] _mesa_reference_texobj_                                                                                                                                                                                                                              
     0.04%    bench  bench                    [.] SkPixelRef::unlockPixels()                                                                                                                                                                                                                           
     0.04%    bench  bench                    [.] GrGLProgram::setData(GrGpuGL*, GrDrawState::BlendOptFlags, GrEffectStage const**, GrEffectStage const**, GrDeviceCoordTexture const*, GrGLProgram::SharedGLState*)                                                                                   
